QuestionId,SequenceId,QuizDevice
40727,507827,9
40732,507875,7
40752,508113,23
40767,508308,9
40774,508360,8
40785,508452,8
40791,508519,8
40792,508527,7
40800,508582,7
40810,508673,7
40839,508974,7
40872,509259,7
40876,509275,7
40889,509393,7
40894,509449,8
40911,509590,8
40919,509683,8
40947,509949,7
40960,510074,23
41071,511149,9
41078,511228,8
41112,511603,8
41119,511673,8
41152,511990,23
41217,512689,7
41219,512705,7
41234,512877,8
41249,512986,9
41255,513041,8
41278,513276,23
41299,513478,23
41301,513493,8
41303,513537,9
41359,514053,8
41385,514385,7
41415,514613,7
41429,514686,23
41439,514785,23
41485,515137,8
41502,515302,9
41543,515610,8
41595,516163,9
41629,516424,7
41647,516641,7
41667,516822,23
41675,516881,9
41703,517058,8
41723,517323,7
41761,517696,9
41771,517775,9
41773,517822,9
41784,517986,9
41814,518212,9
41831,518363,7
41835,518381,23
41846,518456,9
41859,518549,7
41863,518589,8
41866,518609,23
41884,518839,8
41899,519006,7
41935,519341,23
41970,519727,7
41973,519766,23
41974,519767,23
41996,519959,8
42017,520117,7
42025,520152,8
42031,520218,8
42032,520226,8
42036,520253,7
42050,520419,7
42063,520525,9
42082,520683,23
42133,521160,9
42189,521727,9
42193,521823,9
42213,522061,8
42228,522159,9
42245,522303,8
42248,522316,7
42259,522453,23
42271,522536,8
42280,522647,8
42304,522893,7
42320,523005,8
42335,523174,7
42338,523205,7
42449,524381,7
42459,524473,7
42465,524536,8
42544,525338,23
42570,525641,7
42615,526024,9
42624,526123,9
42630,526203,23
42643,526373,9
42644,526375,9
42645,526379,7
42674,526711,23
42693,526924,23
42702,526990,12
42707,527116,8
42763,527682,8
42766,527708,23
42782,527906,9
42816,528211,23
42841,528475,8
42860,528694,8
42864,528727,8
42884,528898,7
42886,528904,8
42890,528953,7
42928,529261,8
42952,529439,7
42981,529752,7
42989,529811,23
43041,530375,8
43102,530929,23
43119,531044,23
43125,531105,23
43162,531453,8
43189,531676,8
43194,531754,9
43226,532024,23
43245,532173,7
43265,532344,7
43285,532584,8
43320,533020,9
43330,533083,7
43335,533099,7
43365,533351,23
43382,533540,23
43389,533577,8
43461,534314,23
43516,534862,8
43524,534934,23
43540,535152,8
43548,535257,7
43556,535333,7
43569,535507,8
43573,535561,7
43597,535802,8
43616,535998,7
43644,536327,8
43690,536829,8
43725,537152,7
43726,537153,9
43760,537546,7
43808,537898,23
43896,538787,8
43914,538938,9
43930,539050,7
43975,539454,8
43993,539668,7
44025,540012,7
44026,540045,7
44028,540077,7
44040,540175,9
44102,540794,23
44135,541100,7
44228,542155,12
44261,542442,7
44300,542878,23
44326,543164,8
44328,543226,7
44332,543257,7
44338,543315,9
44346,543385,8
44358,543586,7
44363,543637,7
44394,543858,23
44406,543935,9
44421,544043,23
44424,544063,8
44459,544494,8
44465,544528,9
44467,544539,7
44471,544582,8
44588,545730,7
44649,546325,23
44657,546403,23
44666,546489,23
44677,546651,7
44700,546843,9
44710,546921,8
44718,547012,7
44720,547050,23
44722,547059,23
44725,547075,9
44727,547082,8
44728,547098,12
44741,547242,7
44747,547313,7
44748,547344,9
44753,547384,23
44755,547392,9
44795,547778,9
44796,547783,7
44837,548255,23
44856,548432,8
44898,548953,23
44910,549066,7
44915,549098,7
44926,549206,7
44959,549534,7
44980,549682,7
44998,549892,8
45004,549950,7
45050,550334,9
45061,550464,7
45062,550472,8
45071,550539,8
45089,550744,9
45130,551171,9
45170,551641,9
45175,551668,8
45205,551912,23
45209,551928,8
45234,552169,8
45253,552401,7
45273,552566,23
45348,553304,7
45358,553435,7
45395,553734,23
45417,553963,8
45453,554359,7
45457,554400,9
45519,554914,7
45559,555343,7
45578,555474,9
45582,555507,9
45585,555548,9
45592,555606,23
45614,555773,23
45628,555938,12
45635,556015,23
45643,556072,23
45646,556108,7
45647,556114,9
45655,556213,8
45680,556422,8
45715,556767,8
45761,557103,8
45770,557237,7
45801,557514,7
45803,557521,23
45804,557530,7
45807,557548,23
45811,557586,8
45860,558117,9
45888,558385,8
45902,558524,23
45928,558779,8
45939,558909,7
46104,560693,7
46112,560785,9
46132,561009,7
46172,561445,23
46180,561509,9
46193,561617,7
46238,562038,8
46254,562149,7
46286,562472,8
46294,562521,9
46295,562533,8
46314,562638,7
46321,562698,7
46328,562774,23
46398,563471,9
46415,563689,9
46421,563765,8
46460,564114,23
46483,564404,8
46505,564658,8
46510,564679,8
46544,565106,7
46603,565622,23
46606,565630,9
46632,565819,7
46704,566610,9
46715,566704,9
46767,567154,23
46780,567310,7
46788,567373,23
46923,568577,8
47008,569465,23
47011,569473,9
47022,569597,23
47030,569756,7
47034,569787,9
47063,570008,7
47122,570495,8
47131,570612,23
47179,571150,8
47248,571919,9
47257,571999,9
47282,572176,7
47324,572594,9
47345,572770,8
47421,573534,23
47471,573990,8
47503,574369,9
47532,574690,7
47554,574907,23
47565,574994,23
47620,575506,9
47639,575774,7
47641,575793,23
47642,575794,7
47670,575991,8
47695,576256,7
47700,576300,7
47723,576531,8
47732,576623,8
47747,576770,23
47767,576943,8
47773,576985,23
47775,576999,7
47778,577029,9
47785,577057,7
47792,577120,7
47887,578141,23
47911,578391,7
47970,579050,23
47985,579171,7
47986,579182,23
47989,579195,8
47994,579281,23
48006,579430,23
48019,579527,9
48037,579661,7
48063,579957,8
48079,580076,8
48125,580505,8
48131,580524,23
48199,581280,9
48224,581539,8
48242,581644,7
48255,581790,23
48263,581862,8
48264,581866,7
48266,581870,23
48282,582019,7
48304,582179,9
48358,582625,7
48368,582740,9
48372,582772,7
48397,582983,7
48411,583140,8
48413,583150,12
48415,583170,7
48418,583193,8
48428,583257,23
48430,583280,23
48433,583311,8
48449,583467,9
48476,583695,8
48477,583705,7
48487,583837,7
48491,583930,23
48492,583932,23
48530,584267,9
48537,584323,23
48647,585372,8
48682,585701,9
48689,585767,7
48692,585783,7
48712,585953,9
48731,586106,9
48748,586302,9
48762,586470,8
48769,586549,7
48792,586886,7
48800,586918,23
48847,587379,23
48874,587619,8
49018,589190,23
49020,589197,7
49037,589341,7
49041,589348,9
49045,589377,8
49069,589583,9
49075,589633,7
49144,590519,9
49145,590526,7
49162,590727,8
49169,590789,7
49183,590942,23
49209,591180,23
49240,591497,8
49257,591678,8
49279,591855,8
49280,591869,7
49296,592000,9
49310,592126,8
49312,592186,9
49330,592350,7
49332,592359,9
49345,592450,12
49371,592719,8
49380,592811,9
49388,592899,7
49397,592942,8
49417,593089,8
49452,593472,7
49470,593637,9
49484,593806,8
49485,593821,23
49520,594240,8
49538,594415,9
49539,594427,9
49558,594648,7
49579,594939,8
49623,595370,8
49705,596092,9
49714,596197,9
49743,596412,8
49751,596522,9
49818,597152,8
49838,597398,9
49912,598044,9
49924,598218,7
49926,598252,23
49939,598400,9
50004,599018,7
50049,599450,8
50050,599466,8
50082,599869,7
50087,599893,7
50107,600035,23
50119,600122,23
50140,600313,7
50153,600432,7
50169,600620,7
50193,600815,7
50214,601014,7
50220,601103,9
50224,601146,8
50257,601431,9
50278,601565,23
50314,601885,8
50315,601914,23
50321,601973,23
50339,602118,23
50347,602195,8
50363,602340,9
50379,602411,8
50381,602414,9
50388,602461,9
50424,602879,7
50457,603235,12
50502,603739,23
50535,604096,7
50542,604141,8
50554,604256,8
50563,604336,9
50592,604610,7
50658,605293,7
50674,605478,7
50688,605563,8
50708,605703,7
50711,605738,9
50731,605924,8
50781,606472,23
50791,606619,9
50793,606636,7
50812,606805,7
50822,606877,9
50835,607039,7
50852,607208,9
50893,607613,9
50915,607900,8
50982,608498,23
50991,608599,8
50993,608624,8
50994,608632,7
51005,608733,8
51016,608788,23
51024,608895,9
51032,608967,8
51041,609047,8
51061,609224,23
51073,609344,7
51087,609434,8
51139,609989,7
51159,610161,9
51223,610678,8
51297,611590,9
51316,611889,23
51325,611960,9
51333,612042,23
51379,612608,23
51488,613780,9
51491,613799,8
51509,613998,9
51511,614019,7
51558,614506,9
51574,614728,7
51596,614958,23
51621,615173,8
51627,615225,8
51639,615363,8
51647,615429,23
51664,615566,7
51673,615628,7
51760,616396,9
51762,616421,12
51774,616538,7
51793,616706,9
51812,616859,23
51836,617081,8
51838,617125,8
51844,617178,23
51853,617317,7
51877,617621,7
51888,617747,8
51931,618154,9
51980,618721,8
51981,618722,7
51995,618837,9
52033,619189,8
52045,619340,23
52103,619860,7
52136,620155,8
52210,621029,8
52237,621277,9
52262,621522,7
52266,621553,8
52292,621785,23
52302,621900,9
52337,622252,9
52367,622556,23
52411,622978,8
52458,623413,7
52469,623504,9
52534,624159,9
52540,624208,8
52573,624612,9
52580,624656,8
52592,624733,7
52595,624740,9
52619,624932,7
52647,625190,23
52657,625276,8
52701,625755,8
52710,625868,9
52736,626080,23
52739,626104,23
52765,626415,7
52767,626437,23
52772,626489,7
52824,627157,8
52825,627167,23
52839,627344,8
52863,627569,9
52886,627909,7
52902,628028,7
52904,628048,7
52924,628235,9
52930,628295,8
52940,628347,8
52943,628421,8
52961,628570,23
52962,628608,23
52976,628784,9
52988,628907,23
52990,628932,7
52998,628993,8
53029,629290,7
53073,629712,8
53095,629962,8
53133,630304,23
53146,630442,7
53151,630471,23
53190,630909,7
53201,631045,9
53232,631414,9
53252,631650,23
53254,631667,7
53286,631954,7
53288,631968,9
53307,632224,9
53308,632237,7
53316,632328,9
53323,632398,9
53336,632521,8
53340,632588,23
53355,632747,23
53400,633241,8
53409,633318,7
53428,633569,23
53451,633798,7
53474,634010,12
53485,634120,7
53549,634725,8
53555,634777,8
53593,635218,9
53619,635506,9
53627,635588,23
53649,635843,8
53690,636146,8
53711,636355,7
53758,636895,7
53763,636921,7
53770,637012,7
53782,637132,7
53805,637318,8
53824,637560,8
53835,637687,23
53838,637753,7
53855,637952,23
53866,638059,23
53901,638354,9
53902,638362,23
53974,639067,23
54011,639417,9
54025,639583,8
54043,639772,12
54085,640200,23
54091,640245,9
54144,640826,9
54164,641088,8
54165,641089,23
54166,641091,7
54170,641132,8
54171,641133,8
54190,641255,23
54209,641440,7
54305,642328,9
54313,642432,7
54319,642537,9
54324,642591,7
54354,642888,8
54384,643206,23
54427,643670,8
54504,644372,7
54507,644399,9
54532,644581,23
54559,644879,12
54560,644890,9
54567,644978,8
54568,644995,8
54577,645112,7
54588,645218,8
54596,645357,8
54620,645560,8
54692,646278,7
54701,646360,7
54707,646416,8
54725,646600,7
54740,646800,7
54741,646801,9
54760,647053,9
54792,647359,7
54841,647853,7
54856,648058,7
54883,648311,7
54884,648317,7
54897,648441,7
54941,648986,23
54954,649073,7
55009,649666,9
55042,650046,8
55057,650125,7
55069,650236,7
55122,650825,23
55172,651275,7
55281,652282,8
55307,652514,7
55320,652599,8
55333,652714,23
55382,653187,7
55390,653255,9
55395,653309,8
55406,653379,7
55423,653568,8
55425,653582,8
55449,653766,8
55450,653779,7
55527,654609,9
55582,655005,9
55616,655375,23
55626,655479,23
55785,657317,8
55817,657726,9
55843,657999,9
55852,658060,7
55855,658104,7
55861,658189,8
55882,658388,23
55916,658665,23
55922,658712,8
55946,658905,7
55985,659246,7
55999,659405,9
56013,659511,23
56019,659598,9
56053,659820,7
56226,661503,7
56265,661885,7
56274,662070,7
56290,662164,9
56299,662243,8
56308,662346,9
56324,662546,8
56325,662553,8
56329,662583,7
56341,662667,9
56398,663272,7
56404,663349,8
56465,663950,8
56476,664032,8
56505,664333,7
56565,664897,8
56570,664936,8
56602,665314,8
56638,665658,9
56710,666368,9
56715,666413,12
56746,666674,12
56781,666978,8
56785,667026,12
56801,667210,8
56843,667548,9
56849,667703,8
56862,667850,9
56866,667880,9
56871,667923,8
56879,668007,9
56907,668358,23
56913,668412,7
56922,668504,7
56964,668998,23
56973,669088,9
57010,669415,7
57063,669975,8
57064,669980,7
57110,670364,8
57124,670452,8
57129,670487,8
57131,670493,23
57168,670838,7
57191,671055,9
57226,671442,8
57278,672014,9
57287,672079,9
57305,672226,9
57320,672372,7
57348,672586,9
57370,672763,8
57410,673234,7
57428,673423,9
57432,673457,7
57456,673725,7
57471,673903,7
57486,674078,9
57523,674541,8
57553,674830,7
57555,674841,7
57557,674884,7
57567,675000,9
57590,675200,7
57603,675309,7
57609,675387,9
57627,675650,7
57640,675776,9
57701,676444,8
57705,676494,9
57709,676530,9
57719,676643,7
57722,676675,7
57787,677387,8
57842,677925,8
57849,678013,23
57905,678536,7
57908,678576,8
57931,678790,7
57934,678811,7
57992,679423,9
58007,679570,7
58012,679631,9
58074,680248,8
58082,680315,9
58088,680347,8
58098,680417,9
58140,680870,8
58164,681253,23
58216,681760,9
58223,681797,8
58232,681917,23
58235,681957,9
58247,682051,23
58272,682304,7
58339,683014,7
58350,683126,8
58363,683294,8
58366,683314,9
58381,683395,8
58396,683539,9
58397,683565,7
58400,683586,7
58460,684205,9
58498,684586,9
58609,685905,23
58658,686400,9
58664,686434,7
58667,686465,7
58693,686637,8
58711,686878,7
58760,687233,23
58764,687282,7
58774,687401,8
58802,687697,9
58804,687746,7
58807,687756,7
58816,687851,8
58825,687972,7
58864,688406,8
58867,688429,8
58920,688976,8
58975,689596,23
59033,690249,23
59040,690330,8
59074,690620,23
59075,690627,23
59078,690655,9
59097,690907,7
59100,690936,7
59106,690945,23
59120,691097,8
59149,691348,7
59160,691485,7
59177,691631,23
59228,692153,7
59244,692341,9
59274,692582,7
59353,693610,7
59417,694192,9
59429,694273,9
59464,694678,23
59499,694996,7
59512,695161,7
59571,695696,9
59574,695708,7
59585,695785,9
59586,695786,9
59605,695936,9
59634,696265,23
59683,696733,8
59692,696772,7
59705,696907,23
59712,697019,7
59748,697281,8
59755,697331,8
59805,697950,9
59809,697979,23
59819,698103,7
59822,698141,23
59828,698198,8
59831,698214,7
59856,698522,7
59859,698549,8
59868,698590,8
59874,698633,23
59898,698861,7
59917,699040,7
59925,699128,9
59941,699251,23
59956,699416,7
59960,699476,8
59963,699536,7
59979,699698,8
59987,699745,8
60015,700005,9
60034,700174,8
60070,700493,23
60075,700564,7
60085,700673,9
60100,700813,9
60128,701144,8
60160,701494,8
60246,702331,8
60268,702591,9
60324,703185,9
60351,703525,23
60393,703917,23
60403,704056,7
60436,704404,9
60443,704479,8
60513,705200,9
60541,705484,8
60552,705569,23
60555,705588,7
60556,705590,23
60582,705784,7
60608,706013,8
60630,706210,23
60643,706348,8
60732,707115,23
60745,707224,9
60776,707532,9
60777,707544,7
60842,708267,8
60859,708486,8
60870,708587,9
60885,708766,23
60887,708777,7
60898,708842,7
60918,709102,7
60976,709663,8
61020,710106,7
61093,710817,7
61101,710945,9
61129,711192,23
61133,711234,9
61177,711681,23
61181,711726,7
61193,711839,7
61241,712344,9
61256,712488,7
61301,712953,8
61314,713075,7
61323,713157,8
61343,713437,7
61354,713523,23
61356,713571,9
61390,713971,9
61470,714796,9
61472,714837,8
61551,715627,9
61576,715931,23
61609,716262,8
61622,716349,23
61674,716753,23
61684,716882,9
61689,716923,23
61695,717021,7
61724,717196,23
61769,717606,8
61794,717873,7
61816,718060,7
61822,718139,8
61853,718420,9
61887,718782,9
61889,718806,9
61956,719380,9
61996,719665,8
62024,719936,9
62039,720068,8
62065,720385,9
62069,720408,9
62077,720481,9
62084,720587,8
62088,720657,7
62090,720680,9
62124,720983,7
62144,721177,9
62171,721424,23
62237,721922,8
62258,722138,9
62261,722151,7
62274,722342,23
62299,722600,8
62331,723048,8
62393,723623,9
62397,723658,9
62478,724386,7
62518,724825,8
62534,724973,23
62537,725032,23
62585,725551,9
62619,725924,8
62621,725948,9
62651,726289,8
62671,726450,7
62695,726689,23
62700,726730,8
62714,726860,9
62718,726897,9
62745,727246,7
62807,727777,9
62871,728364,8
62891,728565,8
62912,728721,7
62929,728903,9
62942,729057,9
62946,729114,7
62967,729330,8
62970,729349,7
62977,729428,8
63006,729668,23
63054,730176,23
63063,730276,9
63072,730349,9
63135,730917,23
63153,731069,8
63161,731142,9
63187,731400,8
63203,731511,7
63210,731571,23
63213,731617,8
63232,731747,7
63309,732549,9
63315,732609,7
63323,732711,7
63415,733509,7
63437,733713,9
63450,733810,7
63462,733902,7
63490,734200,7
63493,734230,7
63500,734312,7
63519,734456,8
63569,734887,7
63599,735275,8
63710,736355,9
63714,736398,7
63736,736616,7
63741,736641,8
63751,736760,23
63789,737234,23
63790,737236,9
63805,737397,7
63832,737701,8
63851,737977,9
63874,738207,8
63890,738371,8
63922,738738,7
63930,738854,7
63985,739331,8
64086,740430,9
64094,740468,9
64126,740759,9
64197,741515,9
64244,742088,12
64301,742715,23
64321,742872,7
64344,743125,8
64355,743275,7
64407,743730,7
64471,744434,23
64490,744669,8
64494,744740,9
64499,744776,23
64519,744962,7
64566,745511,8
64592,745833,7
64620,746137,7
64663,746545,23
64686,746710,23
64689,746762,23
64727,747097,9
64756,747472,8
64819,748089,8
64827,748217,8
64847,748409,8
64858,748486,23
64869,748576,23
64876,748640,8
64887,748744,7
64966,749503,8
64999,749767,7
65005,749816,8
65020,750005,23
65028,750058,7
65029,750079,7
65030,750080,8
65047,750258,7
65051,750292,8
65056,750333,23
65077,750546,7
65081,750564,9
65153,751276,7
65168,751412,7
65182,751562,7
65191,751682,9
65218,751942,8
65228,752118,23
65235,752162,8
65242,752221,8
65254,752370,7
65297,752868,23
65338,753250,8
65395,753816,7
65444,754396,7
65483,754886,9
65504,755096,7
65506,755129,23
65510,755148,23
65519,755293,9
65520,755299,23
65602,756069,8
65698,757035,9
65721,757274,7
65790,757848,12
65878,758739,7
65887,758847,23
65916,759137,7
65945,759436,8
65995,759933,8
65998,759953,23
66007,760038,23
66009,760048,9
66017,760089,23
66019,760115,23
66047,760338,23
66063,760535,7
66065,760574,9
66072,760623,7
66115,761230,7
66132,761382,8
66157,761603,9
66201,761983,9
66206,762013,8
66235,762211,8
66246,762314,7
66333,763359,8
66335,763363,7
66340,763403,23
66359,763634,8
66397,763966,7
66433,764367,7
66445,764459,7
66465,764644,8
66476,764805,23
66481,764857,23
66495,764968,8
66502,765065,9
66517,765229,8
66572,765660,7
66582,765732,7
66605,766006,7
66610,766086,7
66624,766187,8
66673,766642,23
66688,766777,7
66706,766976,23
66707,767000,8
66739,767314,8
66780,767753,23
66786,767804,8
66826,768202,8
66828,768230,9
66850,768597,8
66856,768630,8
66858,768637,8
66904,769089,7
66941,769497,7
66969,769891,23
66976,769978,23
66983,770069,23
67015,770323,7
67042,770550,8
67064,770808,8
67065,770817,9
67108,771254,9
67170,771836,8
67212,772244,7
67247,772619,7
67391,774348,23
67397,774405,8
67490,775433,23
67497,775504,9
67557,776017,9
67558,776024,7
67581,776247,7
67604,776564,23
67635,776828,8
67650,777022,9
67656,777076,8
67669,777204,23
67730,777847,7
67748,778047,8
67767,778225,9
67777,778287,8
67795,778436,8
67856,779023,23
67877,779234,9
67879,779250,7
67916,779638,7
67966,780118,8
67977,780226,8
67981,780245,7
68042,780861,23
68054,781017,8
68097,781468,7
68107,781556,8
68110,781585,9
68145,781948,8
68177,782267,23
68185,782338,23
68243,782984,7
68250,783091,7
68257,783167,9
68264,783246,9
68270,783312,7
68281,783433,8
68288,783486,8
68309,783622,7
68385,784514,7
68405,784673,8
68489,785601,23
68560,786317,23
68578,786540,23
68591,786663,7
68595,786727,7
68609,786814,23
68629,787011,23
68646,787144,9
68650,787168,7
68661,787306,23
68734,788049,8
68745,788136,8
68831,789086,23
68858,789321,9
68885,789531,9
68929,789950,7
68983,790574,7
68994,790699,7
69012,790833,9
69079,791450,23
69081,791472,8
69086,791499,9
69104,791631,8
69109,791675,8
69129,791930,7
69148,792108,7
69183,792597,7
69211,792965,9
69230,793098,7
69235,793109,7
69238,793165,8
69247,793279,7
69277,793534,23
69292,793669,9
69301,793760,23
69361,794377,23
69402,794821,9
69441,795156,23
69487,795697,8
69501,795867,8
69505,795923,23
69539,796292,23
69542,796304,23
69558,796416,7
69559,796424,9
69601,796871,7
69615,796999,23
69641,797254,23
69669,797496,7
69682,797689,23
69696,797864,8
69711,797964,23
69719,798069,8
69728,798164,9
69733,798222,7
69749,798459,9
69763,798637,7
69764,798650,9
69782,798807,7
69804,799064,23
69825,799301,9
69922,800271,8
69943,800611,9
69944,800615,9
70100,802238,9
70118,802320,7
70131,802467,9
70142,802545,7
70145,802570,9
70153,802652,8
70163,802742,9
70225,803288,23
70227,803304,9
70239,803410,23
70243,803445,8
70272,803756,8
70319,804199,8
70321,804212,23
70441,805460,7
70444,805482,23
70484,805885,9
70501,805989,7
70523,806166,7
70573,806536,9
70617,806902,7
70666,807398,7
70717,807822,8
70718,807824,8
70732,808025,23
70750,808266,9
70783,808644,9
70790,808725,8
70823,809019,9
70829,809068,8
70843,809254,8
70849,809320,7
70850,809354,9
70944,810252,7
70946,810266,23
70979,810562,23
70990,810633,23
71014,810816,8
71038,811062,9
71043,811112,7
71092,811617,9
71093,811629,23
71142,812153,12
71154,812271,23
71168,812451,7
71216,812917,8
71223,812944,23
71237,813078,23
71241,813099,23
71257,813217,23
71272,813355,23
71276,813387,23
71284,813423,7
71294,813537,8
71321,813851,8
71336,814021,8
71349,814129,9
71359,814218,7
71387,814496,8
71421,814943,23
71455,815202,9
71465,815309,7
71482,815471,7
71522,815925,7
71570,816375,7
71571,816397,8
71583,816465,9
71592,816548,8
71617,816811,9
71645,817152,7
71682,817467,9
71709,817626,7
71714,817685,9
71719,817743,7
71728,817802,8
71730,817821,7
71770,818152,23
71818,818546,9
71837,818800,8
71859,818986,7
71864,819039,9
71867,819050,8
71868,819060,9
71894,819295,9
71899,819351,9
71943,819708,8
71981,820043,8
71997,820148,12
72017,820312,9
72029,820438,7
72060,820780,8
72064,820804,9
72065,820805,23
72070,820872,7
72173,822020,7
72178,822053,23
72181,822104,9
72276,822993,7
72302,823209,9
72316,823340,7
72364,823947,23
72406,824366,8
72449,824833,7
72453,824853,9
72475,824974,7
72512,825333,7
72536,825544,8
72559,825781,7
72562,825801,9
72564,825817,7
72612,826205,8
72615,826239,8
72624,826295,8
72635,826408,8
72648,826534,8
72662,826676,7
72667,826702,7
72672,826767,8
72698,827001,7
72710,827109,8
72732,827315,9
72744,827438,8
72792,827915,9
72837,828410,7
72859,828693,9
72869,828765,7
72904,829090,9
72916,829234,8
72919,829240,23
72951,829560,8
72964,829741,23
72976,829864,8
72983,829937,8
72988,829998,7
73008,830192,7
73037,830439,8
73066,830710,8
73081,830830,7
73082,830844,7
73101,830992,9
73118,831163,9
73157,831646,23
73158,831656,7
73258,832548,8
73265,832625,9
73271,832738,7
73350,833540,23
73383,833951,7
73396,834044,9
73404,834147,7
73440,834608,7
73452,834728,7
73460,834837,7
73507,835276,7
73508,835299,23
73516,835389,7
73548,835751,7
73563,836010,7
73564,836027,8
73587,836254,8
73615,836502,23
73626,836596,9
73668,836971,23
73669,836972,23
73708,837337,9
73711,837355,9
73719,837463,7
73722,837487,23
73800,838203,7
73802,838246,9
73813,838353,23
73815,838395,7
73833,838610,7
73842,838678,23
73862,838871,9
73870,838950,8
73883,839079,9
73901,839280,8
73918,839448,8
73934,839576,7
73942,839674,9
73960,839850,7
73974,839982,23
74013,840424,7
74020,840534,7
74027,840579,9
74039,840688,7
74041,840700,7
74089,841145,9
74118,841457,8
74132,841598,23
74151,841759,9
74171,842058,7
74177,842133,23
74180,842170,9
74224,842519,23
74252,842761,8
74258,842836,8
74272,842977,8
74348,843716,9
74425,844419,23
74510,845208,8
74531,845435,23
74536,845506,23
74560,845758,7
74602,846197,23
74652,846583,8
74687,846976,23
74690,847014,7
74698,847054,7
74699,847056,8
74727,847423,23
74760,847740,8
74804,848125,8
74857,848639,7
74910,849164,7
74943,849556,9
74948,849623,9
74974,849809,8
74980,849848,8
75009,850193,23
75056,850780,23
75064,850828,8
75082,851094,9
75086,851116,7
75091,851137,9
75110,851379,7
75112,851402,7
75120,851482,7
75146,851765,7
75167,851947,8
75172,852017,7
75190,852135,8
75204,852317,9
75233,852632,7
75241,852742,9
75250,852826,7
75278,853076,8
75335,853745,9
75392,854226,7
75410,854450,9
75414,854477,7
75419,854503,7
75434,854675,7
75468,855014,8
75487,855154,23
75529,855586,9
75540,855706,9
75542,855714,7
75554,855794,9
75558,855827,9
75564,855894,7
75576,855992,23
75594,856169,9
75608,856283,7
75609,856286,8
75611,856309,23
75630,856563,7
75635,856592,9
75640,856661,7
75676,857089,9
75690,857225,23
75701,857352,8
75733,857596,9
75734,857605,23
75737,857645,9
75761,857902,9
75769,857955,7
75788,858107,8
75792,858134,8
75806,858324,9
75819,858480,7
75841,858665,23
75903,859311,8
75941,859664,23
75975,860058,9
75993,860181,7
76010,860324,7
76043,860645,9
76068,860868,9
76072,860955,23
76085,861072,7
76095,861168,7
76197,862192,9
76222,862542,7
76226,862610,23
76247,862888,7
76297,863334,23
76315,863500,7
76322,863548,8
76337,863704,7
76368,864064,9
76383,864197,7
76411,864412,7
76439,864748,8
76477,865026,8
76543,865706,8
76544,865722,9
76556,865802,8
76560,865814,23
76561,865819,8
76577,866022,7
76612,866358,7
76626,866527,8
76724,867384,8
76739,867530,8
76740,867544,8
76747,867583,7
76758,867653,7
76759,867667,9
76762,867683,8
76779,867890,7
76793,868016,8
76796,868045,9
76805,868142,9
76815,868195,8
76824,868237,9
76892,868846,23
76896,868904,9
76909,869096,7
76911,869197,8
76913,869241,7
76920,869300,23
76925,869357,23
76952,869555,7
76961,869638,7
76974,869736,23
77013,870147,9
77019,870206,23
77046,870590,9
77047,870605,23
77050,870633,7
77065,870786,7
77068,870871,23
77108,871204,9
77117,871263,7
77126,871325,7
77141,871464,7
77145,871482,8
77149,871536,23
77157,871622,9
77161,871700,7
77163,871705,9
77180,871910,9
77187,871949,8
77193,872013,7
77200,872041,8
77206,872112,8
77228,872329,9
77284,872831,7
77311,873085,23
77339,873340,7
77356,873480,7
77396,873887,23
77460,874623,7
77476,874728,8
77497,874943,9
77538,875440,7
77555,875563,23
77567,875661,23
77585,875910,23
77588,875946,8
77590,875964,7
77652,876565,7
77698,876975,7
77709,877030,23
77717,877170,8
77728,877271,7
77731,877283,7
77750,877511,8
77792,877828,9
77838,878300,9
77860,878574,7
77914,878995,8
77938,879244,9
77956,879411,9
77989,879736,9
77996,879798,8
78007,879910,7
78009,879941,8
78042,880316,23
78055,880377,7
78065,880456,9
78067,880465,8
78077,880580,9
78078,880586,7
78083,880622,8
78087,880672,9
78111,880884,9
78135,881139,12
78160,881398,9
78172,881507,12
78186,881594,7
78201,881790,9
78222,881983,7
78232,882124,8
78247,882259,8
78259,882357,9
78277,882497,7
78278,882500,9
78284,882578,8
78289,882598,9
78316,882824,7
78366,883307,9
78384,883586,7
78407,883822,7
78419,883924,9
78422,883970,23
78432,884109,8
78441,884209,9
78462,884455,23
78490,884728,23
78496,884799,7
78510,884927,8
78565,885576,23
78578,885652,9
78581,885700,7
78588,885759,9
78599,885868,7
78649,886293,8
78663,886551,9
78698,886868,8
78712,887015,8
78756,887418,8
78805,887848,7
78823,887981,7
78828,887998,7
78834,888047,9
78839,888120,23
78852,888251,7
78855,888257,7
78872,888360,7
78898,888567,8
78984,889481,8
78993,889589,7
79036,889988,7
79061,890355,8
79072,890478,9
79075,890505,7
79085,890698,8
79087,890709,8
79089,890736,23
79102,890854,7
79113,891018,23
79131,891136,8
79142,891275,23
79180,891700,9
79196,891819,7
79238,892269,23
79253,892399,9
79255,892430,9
79257,892440,9
79258,892446,7
79266,892581,9
79267,892589,23
79284,892734,7
79290,892775,8
79296,892866,8
79299,892904,23
79335,893281,7
79397,894004,9
79432,894316,23
79457,894505,23
79478,894653,9
79484,894681,8
79500,894868,7
79529,895124,7
79552,895298,8
79562,895418,9
79602,895883,9
79614,895939,7
79642,896232,9
79706,896896,9
79723,897019,8
79724,897022,7
79753,897289,8
79765,897456,23
79779,897587,8
79796,897766,7
79807,897834,8
79821,897996,9
